ps_ind_02_cat,ps_ind_04_cat,ps_ind_05_cat,ps_car_01_cat,ps_car_04_cat,ps_car_07_cat,ps_ind_01,ps_ind_03,ps_ind_15,ps_ind_06_bin,ps_ind_07_bin,ps_ind_16_bin,ps_ind_17_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_12,ps_car_13,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_15_bin,ps_calc_16_bin,target
1,0,0,9,3,0,5,9,10,0,0,0,1,0.3,1.1,3.577,1.1024,1.5966,2.2361,0.4,0.4,0,1,No claim
3,0,4,0,8,0,1,5,9,0,0,0,1,0.3,0.0,0.678,0.9991,2.4925,1.4142,0.0,0.1,0,1,No claim
4,1,1,3,8,0,5,6,2,1,1,1,0,0.1,0.9,3.801,0.5283,2.497,3.0,0.4,0.0,0,1,No claim
1,0,5,10,3,0,0,9,8,1,0,0,1,0.9,1.7,2.828,0.8508,2.6035,3.0,0.3,0.6,0,1,Claim
3,0,5,6,1,1,1,6,13,1,0,1,0,0.9,0.4,1.262,0.9217,2.3247,3.3166,0.0,0.3,1,1,No claim
4,0,3,11,2,1,4,10,6,1,0,1,1,0.1,1.4,3.622,0.4365,2.2165,2.4495,0.3,0.6,0,1,No claim
1,1,2,8,7,1,6,7,12,0,0,1,0,0.2,1.3,0.419,0.8132,3.4745,2.0,0.1,0.3,1,0,No claim
3,1,1,6,0,-1,1,8,9,1,1,1,0,0.0,1.8,3.579,0.3319,1.6861,3.1623,0.5,0.5,0,0,Claim
1,1,1,3,0,1,2,9,12,1,0,1,1,0.7,0.6,2.644,0.8999,1.2527,2.4495,0.2,0.8,0,0,No claim
2,0,5,0,1,1,7,0,0,0,1,1,0,0.9,0.5,3.522,0.2968,1.7743,2.8284,0.2,0.3,0,1,No claim
2,1,5,9,4,0,4,5,11,0,1,1,0,0.4,0.8,0.055,1.2308,1.7875,1.4142,0.7,0.8,1,1,Claim
4,0,4,1,7,-1,2,6,11,0,1,0,0,0.7,1.3,2.032,0.7156,2.8175,3.0,0.1,0.4,1,1,No claim
1,0,3,8,8,0,4,1,11,1,1,1,1,0.7,0.4,0.621,0.5508,1.025,3.0,0.7,0.7,0,1,No claim
4,1,2,7,0,0,4,6,3,0,1,0,1,0.2,0.6,1.038,0.3597,0.7591,1.7321,0.7,0.8,1,0,No claim
1,1,2,11,7,1,2,4,0,1,0,0,0,0.2,1.8,0.736,0.6143,1.809,2.6458,0.5,0.5,0,0,No claim
3,0,2,1,1,-1,0,0,5,0,0,0,1,0.8,1.2,0.986,0.6162,2.7265,2.2361,0.5,0.0,1,1,No claim
3,0,6,9,8,0,1,1,4,1,1,1,1,0.9,1.0,2.815,1.2687,0.9686,2.6458,0.1,0.2,1,1,No claim
2,0,3,10,3,1,7,6,7,1,0,1,0,0.6,0.1,3.86,0.8304,1.2916,3.0,0.7,0.5,1,0,No claim
2,0,1,2,3,-1,3,0,1,1,1,1,1,0.2,1.8,2.6,0.5237,2.5464,2.8284,0.2,0.4,0,0,No claim
4,1,1,9,7,0,3,10,0,0,0,1,1,0.2,1.4,2.208,0.3006,1.7669,3.6056,0.2,0.4,0,1,No claim
4,0,5,10,1,0,6,8,10,1,0,0,0,0.1,0.6,0.56,1.2445,3.3265,3.0,0.2,0.1,0,1,Claim
4,1,0,11,6,-1,0,9,4,0,0,0,1,0.0,1.3,3.647,1.276,0.8906,1.7321,0.8,0.4,1,0,No claim
2,1,2,7,4,0,2,7,2,1,0,1,1,0.5,1.3,1.493,0.2612,1.2542,3.1623,0.8,0.1,1,1,Claim
2,1,3,9,3,0,3,4,3,1,0,0,0,0.6,1.6,0.465,0.7041,1.8386,2.0,0.8,0.5,1,0,No claim
3,1,6,4,2,1,5,0,4,0,1,0,0,0.9,0.0,2.793,1.0396,1.2374,3.3166,0.4,0.3,0,0,No claim
3,1,6,3,2,1,3,6,3,0,1,0,0,0.1,1.1,2.984,1.2786,1.3703,1.4142,0.2,0.9,1,1,No claim
4,1,1,7,8,1,3,9,4,1,0,1,0,0.8,0.3,0.567,0.2921,2.6234,3.4641,0.3,0.9,1,0,No claim
1,0,5,-1,1,1,1,0,9,1,0,1,1,0.8,1.8,1.36,0.5966,2.4496,1.0,0.5,0.5,1,1,No claim
4,1,3,-1,0,0,4,6,10,1,0,0,0,0.3,0.5,1.103,1.2821,0.5387,2.4495,0.7,0.2,0,1,Claim
2,0,1,2,1,0,3,5,8,0,0,1,1,0.8,1.1,2.345,0.7013,2.9196,2.2361,0.7,0.0,0,1,No claim
3,0,5,9,5,1,6,5,8,1,0,1,1,0.5,0.9,3.405,1.2268,1.0242,1.4142,0.5,0.1,0,0,No claim
1,1,3,2,4,0,2,3,8,1,0,1,1,0.6,0.8,2.347,0.7576,3.1254,3.1623,0.5,0.1,1,0,No claim
1,1,1,10,3,-1,7,0,12,1,1,0,1,0.8,0.1,0.642,0.5989,1.9864,1.4142,0.6,0.2,0,0,No claim
2,0,4,8,2,0,2,0,3,1,0,1,0,0.4,1.2,0.565,0.6226,2.8381,2.2361,0.6,0.7,1,1,No claim
4,1,6,7,4,1,4,8,2,0,1,1,0,0.1,0.2,0.034,0.9135,1.893,0.0,0.6,0.8,1,1,No claim
4,0,6,3,1,1,6,9,1,1,0,1,1,0.3,0.2,3.738,0.6605,2.7798,1.4142,0.8,0.5,0,0,No claim
1,0,4,5,2,1,3,5,11,0,1,1,1,0.8,0.8,1.861,0.7715,1.5481,1.4142,0.2,0.0,0,0,No claim
1,0,5,9,2,0,2,0,12,0,1,0,0,0.9,1.0,0.023,1.2788,1.4867,3.3166,0.1,0.0,0,1,No claim
3,1,1,1,0,1,0,4,1,0,1,1,1,0.5,0.3,0.978,0.8359,1.0346,2.8284,0.3,0.5,1,1,Claim
3,0,2,0,0,1,2,11,8,1,1,0,0,0.5,1.5,2.464,0.6128,1.4844,3.4641,0.4,0.0,0,1,No claim
1,0,1,9,4,-1,6,2,7,0,1,1,0,0.2,1.3,0.83,0.8007,2.8796,2.6458,0.7,0.1,0,1,No claim
2,0,0,8,9,0,0,5,3,0,1,1,0,0.8,0.4,3.694,0.9513,3.4488,3.1623,0.9,0.1,1,0,No claim
4,0,5,4,6,0,7,6,7,0,0,0,1,0.4,1.4,0.124,0.9521,0.5051,2.2361,0.3,0.4,1,0,Claim
1,1,3,7,5,1,4,3,9,0,0,0,0,0.4,1.1,1.354,0.5393,0.9846,0.0,0.6,0.8,1,1,No claim
4,1,3,10,3,0,1,5,8,0,1,0,0,0.9,0.6,1.382,0.4908,2.4325,1.7321,0.8,0.8,0,1,No claim
3,1,1,7,1,1,4,5,12,1,1,1,1,0.7,0.9,3.945,1.1323,3.3458,2.6458,0.4,0.4,1,1,No claim
3,-1,0,10,7,0,2,8,3,0,1,0,0,0.4,0.8,3.799,0.2991,1.2457,1.0,0.5,0.5,1,1,No claim
3,0,3,-1,6,0,0,6,8,1,1,1,0,0.1,0.0,1.676,0.6183,0.7863,2.2361,0.0,0.5,1,0,No claim
3,1,4,3,8,0,5,0,4,1,1,0,0,0.3,1.5,2.549,0.5055,0.6015,0.0,0.8,0.7,1,0,No claim
1,0,0,2,8,1,5,0,13,0,0,0,1,0.4,0.5,3.675,0.8689,1.8025,3.4641,0.6,0.8,0,0,No claim
2,0,4,0,8,-1,0,4,3,1,0,0,0,0.7,0.5,3.0,1.0651,1.3191,2.6458,0.4,0.6,1,0,No claim
4,1,0,8,3,1,2,10,12,1,1,1,1,0.7,1.5,0.606,0.923,1.4616,2.8284,0.9,0.2,0,0,No claim
1,1,5,10,7,1,1,0,8,1,0,0,0,0.8,0.2,3.678,0.4365,2.452,3.6056,0.7,0.4,0,0,No claim
3,1,4,3,0,1,5,8,10,1,0,1,1,0.4,0.6,1.694,1.0435,1.5059,3.1623,0.7,0.9,0,0,Claim
1,1,3,2,1,1,5,5,3,1,0,0,1,0.7,0.6,0.269,0.6052,1.825,3.3166,0.7,0.6,0,1,No claim
4,1,1,8,3,0,6,2,4,0,0,0,1,0.2,0.6,3.658,0.3427,1.8991,3.0,0.5,0.8,0,0,No claim
1,0,6,4,0,-1,0,6,5,0,0,1,1,0.0,0.3,0.775,0.9203,1.951,3.3166,0.4,0.4,0,1,No claim
4,1,2,-1,3,0,7,6,2,0,0,0,0,0.1,0.2,1.007,0.6491,2.5592,2.8284,0.3,0.8,1,0,No claim
4,0,0,6,7,0,1,3,4,0,0,1,0,0.4,1.0,2.042,1.294,2.5544,1.7321,0.8,0.6,1,0,No claim
3,0,5,5,5,1,0,4,3,0,1,1,0,0.3,1.2,3.946,0.66,3.2549,3.6056,0.4,0.7,1,0,No claim
1,0,2,8,0,1,1,1,12,0,1,1,1,0.9,1.4,1.473,0.3329,3.2836,2.8284,0.1,0.5,0,1,No claim
2,1,3,2,7,0,4,0,5,0,1,0,0,0.4,1.8,0.826,0.3439,3.2386,3.0,0.5,0.4,1,0,No claim
1,0,1,9,5,0,2,2,9,0,0,0,0,0.5,1.4,2.37,0.7621,2.608,2.8284,0.7,0.1,0,0,No claim
4,1,5,0,9,0,3,11,7,1,1,0,0,0.5,1.1,3.259,0.2341,0.5505,2.4495,0.2,0.1,1,0,No claim
4,1,2,7,4,0,6,4,13,0,1,0,0,0.8,1.0,0.062,0.2371,2.1888,2.2361,0.7,0.5,0,1,No claim
3,0,1,0,1,0,7,4,12,0,0,0,0,0.4,0.2,2.44,0.5686,2.94,1.4142,0.6,0.3,1,1,No claim
2,0,0,0,8,1,2,6,2,0,0,1,0,0.5,0.3,2.422,1.1453,1.8433,3.0,0.7,0.8,0,0,No claim
2,-1,0,2,8,1,1,7,2,0,1,1,1,0.6,1.4,3.595,0.2481,2.8756,2.2361,0.5,0.5,1,1,No claim
3,1,0,11,3,0,7,5,5,0,1,1,1,0.1,0.9,0.818,0.2094,2.1598,3.6056,0.9,0.7,1,1,No claim
1,0,2,3,0,1,5,10,11,1,0,0,0,0.1,0.3,1.492,0.2664,3.2898,3.1623,0.8,0.8,0,0,No claim
3,0,1,10,3,0,2,11,13,0,0,1,0,0.4,1.5,1.975,0.7852,0.5762,3.4641,0.1,0.3,1,1,No claim
-1,0,5,7,8,0,4,8,9,1,0,1,0,0.3,1.7,1.13,0.6496,1.2511,2.4495,0.4,0.6,0,0,No claim
1,1,6,3,3,1,7,3,3,1,0,1,1,0.1,1.4,2.04,0.8366,3.0435,3.4641,0.2,0.3,1,1,Claim
2,1,6,6,7,0,2,11,8,1,0,0,0,0.7,1.5,0.651,0.3141,1.4066,2.0,0.6,0.6,0,1,Claim
2,0,5,3,6,1,7,3,2,0,0,0,0,0.6,0.9,1.484,0.3444,1.3396,1.4142,0.2,0.6,1,0,No claim
3,0,0,9,0,0,7,3,7,1,0,1,1,0.8,0.9,3.777,0.9946,1.5658,1.7321,0.4,0.9,1,1,No claim
1,0,1,10,1,1,1,8,2,1,1,0,0,0.7,0.2,0.74,0.7469,1.8304,2.4495,0.3,0.4,0,0,No claim
4,0,5,8,4,0,1,9,1,0,1,1,1,0.7,1.7,0.549,1.1967,0.9859,3.3166,0.8,0.6,1,0,No claim
4,0,0,1,3,0,4,1,13,0,0,0,1,0.5,0.7,0.12,0.8505,3.028,2.6458,0.6,0.5,1,1,No claim
2,0,5,5,8,0,0,6,12,0,1,0,1,0.8,1.0,2.928,0.8722,0.5416,2.8284,0.6,0.3,0,1,No claim
2,0,0,1,4,0,3,7,8,1,1,1,1,0.1,0.4,0.807,1.1595,1.1477,3.0,0.6,0.6,1,0,No claim
1,0,5,0,2,0,7,6,3,0,0,1,0,0.7,1.6,1.616,1.1541,2.7406,3.4641,0.0,0.3,1,1,No claim
4,1,5,10,0,1,7,11,8,0,0,0,1,0.2,0.8,0.768,0.2143,1.2177,0.0,0.8,0.8,1,0,No claim
4,-1,0,7,0,0,1,11,10,1,1,1,1,0.7,0.7,2.795,0.8543,1.1183,1.0,0.8,0.5,0,1,Claim
3,0,6,3,0,1,0,8,3,0,0,1,1,0.1,1.7,3.022,1.0682,0.5668,3.0,0.3,0.7,1,0,No claim
2,1,1,3,0,1,5,10,5,0,0,1,1,0.1,1.2,1.36,0.5712,1.8995,1.4142,0.0,0.8,1,0,No claim
1,1,6,7,0,0,6,2,11,1,0,0,1,0.7,0.9,1.902,0.6305,2.0576,2.8284,0.5,0.5,0,0,No claim
1,1,6,2,8,0,1,9,13,1,0,0,1,0.6,1.0,2.127,1.1117,0.8353,1.4142,0.8,0.7,1,1,Claim
3,1,4,8,5,1,0,10,12,0,1,1,0,0.8,0.3,1.532,1.0518,0.6159,3.6056,0.5,0.3,1,1,No claim
4,0,0,7,8,0,4,8,7,0,0,0,0,0.6,0.7,2.091,1.1907,0.8877,3.4641,0.1,0.1,1,1,No claim
1,1,6,2,0,1,3,4,3,0,0,0,0,0.8,1.0,0.657,0.9585,0.9754,2.6458,0.9,0.5,1,0,No claim
3,1,2,11,5,1,2,5,0,0,1,0,0,0.3,0.3,1.11,0.5176,1.0225,2.0,0.4,0.4,1,0,No claim
4,1,2,7,8,1,2,11,1,1,0,1,1,0.6,0.4,2.453,1.2062,1.7918,2.4495,0.8,0.6,0,1,No claim
1,0,1,8,6,0,3,7,13,1,0,1,1,0.1,1.7,2.547,0.7446,3.1785,3.3166,0.5,0.6,0,0,No claim
2,1,0,3,4,0,7,10,9,1,0,0,0,0.5,1.3,2.009,0.8424,0.7231,1.4142,0.2,0.3,0,0,No claim
1,1,3,3,1,0,0,1,5,1,0,1,1,0.2,1.4,3.001,0.736,1.6267,3.0,0.8,0.3,0,0,No claim
1,1,6,10,3,-1,5,2,6,0,1,1,1,0.3,0.4,1.262,0.457,1.1272,3.6056,0.3,0.4,0,1,No claim
1,1,5,10,4,0,5,0,8,1,1,0,0,0.7,1.3,3.054,0.9938,2.0331,1.0,0.5,0.7,1,1,No claim
2,1,5,4,6,0,3,11,5,1,1,1,1,0.2,1.6,1.321,0.971,1.2555,2.8284,0.3,0.4,1,0,No claim
1,0,-1,5,4,1,2,5,11,1,0,0,1,0.5,1.7,3.091,0.2806,1.3066,3.3166,0.1,0.3,0,1,No claim
3,1,1,-1,6,1,7,0,9,0,1,0,0,0.9,0.4,0.192,0.7581,2.1329,1.7321,0.9,0.2,1,1,No claim
1,0,4,3,2,1,1,8,11,0,1,0,0,0.6,0.7,3.868,1.175,2.2589,1.4142,0.7,0.3,0,0,No claim
3,1,2,7,3,1,0,11,0,0,1,0,1,0.7,0.5,0.374,0.4478,1.0778,3.6056,0.9,0.1,1,0,No claim
1,0,2,8,8,0,0,6,1,1,0,1,0,0.9,1.1,0.52,0.6756,3.2027,3.4641,0.8,0.3,1,1,Claim
3,0,4,4,9,0,0,7,8,0,1,0,1,0.2,0.4,0.061,0.5418,2.891,1.4142,0.3,0.3,1,0,Claim
2,1,4,5,4,0,6,10,12,1,0,0,1,0.0,1.3,1.064,1.2825,1.4067,0.0,0.4,0.8,0,0,No claim
2,0,3,10,9,1,7,10,11,0,0,0,0,0.3,1.7,2.358,0.9305,2.5266,2.4495,0.6,0.9,0,1,No claim
1,0,1,4,2,1,1,3,12,0,0,1,0,0.8,0.2,1.022,0.8404,3.4617,3.1623,0.6,0.2,0,0,No claim
2,1,1,2,0,0,5,11,2,1,0,0,1,0.6,0.4,3.875,0.2731,1.691,0.0,0.2,0.4,1,0,No claim
1,1,1,8,5,0,1,6,7,0,0,1,1,0.1,0.3,1.843,0.9635,1.8866,0.0,0.1,0.3,1,0,No claim
3,0,2,6,6,0,2,11,10,1,0,0,1,0.3,1.8,2.449,0.6111,0.5533,1.7321,0.1,0.2,0,1,No claim
3,0,2,9,1,0,5,1,10,1,0,0,1,0.1,0.6,2.522,0.2846,2.2436,3.1623,0.6,0.9,0,0,No claim
2,1,6,-1,1,1,6,10,2,1,1,0,1,0.5,0.7,1.089,0.8243,3.0828,1.0,0.1,0.6,1,1,Claim
3,1,3,4,0,0,0,8,6,1,1,0,1,0.1,1.5,3.76,0.4139,1.2525,3.0,0.7,0.8,0,0,No claim
3,1,1,1,3,0,2,10,13,0,0,1,1,0.3,0.8,0.048,0.3495,2.8424,1.7321,0.2,0.3,1,0,Claim
4,0,5,11,6,1,2,1,2,0,0,1,1,0.4,0.5,1.646,0.4783,1.0301,1.7321,0.5,0.7,1,0,No claim
3,0,-1,8,1,0,7,8,4,1,0,0,1,0.0,1.7,1.66,0.6628,3.3761,2.8284,0.2,0.3,1,1,No claim
4,1,6,6,7,1,6,2,0,1,0,1,0,0.6,1.5,2.18,0.7277,1.9794,2.2361,0.9,0.3,1,1,Claim
2,0,-1,10,5,1,2,0,2,0,1,0,1,0.6,0.0,3.216,1.1769,0.912,3.6056,0.1,0.8,1,1,No claim
2,1,6,11,5,1,3,10,11,0,1,1,1,0.7,0.1,2.314,0.4235,0.5686,1.4142,0.5,0.2,1,0,No claim
3,0,4,8,4,1,4,1,3,1,1,0,0,0.6,1.0,2.789,0.7777,1.3566,2.2361,0.9,0.3,0,1,No claim
4,0,1,4,9,0,1,7,8,0,1,1,1,0.1,0.0,0.347,0.7757,2.0914,2.4495,0.4,0.6,0,1,Claim
2,1,3,9,9,0,7,0,12,0,0,1,0,0.6,0.6,0.027,0.5294,3.2368,3.0,0.3,0.1,0,1,No claim
3,0,5,10,0,0,0,8,4,1,0,1,1,0.0,0.9,0.092,0.7146,3.0711,0.0,0.5,0.3,1,1,Claim
1,0,4,1,1,1,1,10,13,1,1,1,1,0.6,0.5,2.914,0.3574,3.4922,3.6056,0.0,0.1,0,1,No claim
3,1,0,4,2,1,1,9,5,0,1,0,0,0.1,0.2,0.83,0.7271,2.0296,3.4641,0.2,0.6,0,0,No claim
1,1,5,6,9,0,2,2,10,0,1,0,0,0.1,0.5,2.832,0.7831,1.7142,2.0,0.2,0.7,0,1,No claim
1,0,4,3,2,0,0,8,9,1,1,1,1,0.8,0.6,3.248,0.5902,0.7855,3.4641,0.7,0.4,1,0,No claim
2,1,1,8,1,1,5,0,4,0,1,0,1,0.7,1.8,2.502,0.5111,2.8439,3.4641,0.7,0.3,1,1,No claim
2,1,2,3,6,1,7,6,11,1,0,1,1,0.6,1.7,1.516,1.2555,3.3696,3.3166,0.3,0.5,0,0,Claim
2,0,3,4,7,0,0,5,8,1,1,1,1,0.7,1.1,3.291,0.2527,2.1643,2.8284,0.2,0.4,0,0,No claim
2,1,6,1,5,1,2,8,4,1,0,0,1,0.4,0.1,2.779,1.0351,2.2788,3.3166,0.8,0.6,1,1,No claim
1,0,5,7,0,1,4,2,13,1,1,1,0,0.7,0.1,3.338,0.4325,1.8812,2.0,0.3,0.2,0,1,No claim
3,1,0,0,9,1,7,9,9,0,0,1,1,0.4,1.3,2.84,0.6063,2.2707,2.6458,0.8,0.4,1,0,No claim
4,1,0,3,2,0,5,8,6,0,1,1,1,0.9,1.2,0.199,0.9615,0.799,2.6458,0.5,0.5,0,0,No claim
2,0,0,11,5,0,6,2,1,1,0,0,1,0.6,0.3,2.274,1.148,0.6342,0.0,0.1,0.7,1,0,No claim
1,1,6,4,1,0,4,4,13,1,1,1,1,0.3,1.6,2.173,0.2268,0.8094,3.6056,0.2,0.9,1,1,No claim
3,0,1,6,7,0,1,5,9,1,0,1,1,0.6,0.4,0.716,0.6055,1.1046,2.8284,0.2,0.6,0,0,No claim
4,0,6,2,2,1,6,3,11,1,0,0,1,0.4,1.6,0.902,0.7501,2.597,2.2361,0.2,0.3,0,1,No claim
4,0,3,6,8,1,6,1,8,0,1,0,0,0.1,1.3,0.382,1.2673,3.1134,2.4495,0.1,0.6,0,1,No claim
2,0,2,5,0,1,0,6,3,0,1,1,0,0.6,1.6,1.806,0.8039,1.1583,2.0,0.5,0.1,0,1,No claim
2,1,5,11,1,1,5,6,3,0,1,0,1,0.6,1.6,0.02,0.825,0.5681,1.4142,0.1,0.2,1,1,No claim
1,0,0,11,9,1,0,1,1,0,1,1,0,0.0,0.0,2.477,1.1498,3.3995,3.1623,0.8,0.4,0,0,No claim
1,0,0,6,1,0,5,2,0,0,0,0,1,0.3,1.0,0.607,0.7877,0.9912,2.6458,0.6,0.3,1,1,No claim
4,1,1,11,9,-1,6,0,10,0,0,1,1,0.7,0.2,0.605,0.4812,2.8409,3.1623,0.1,0.2,1,1,No claim
2,0,4,7,0,1,1,8,11,1,1,1,0,0.2,0.6,0.396,0.4244,3.2677,3.1623,0.1,0.7,0,0,No claim
2,1,3,10,6,1,0,0,8,0,1,0,0,0.5,0.9,0.862,0.5333,0.7687,1.0,0.0,0.8,1,0,No claim
4,1,0,0,3,1,0,3,11,1,1,1,1,0.6,0.8,2.903,0.5281,1.5792,3.3166,0.6,0.5,1,1,No claim
3,1,4,11,7,1,3,8,11,0,0,0,0,0.8,1.5,0.022,0.7603,2.2173,3.3166,0.2,0.4,1,0,No claim
2,1,5,3,3,1,7,5,13,1,0,1,1,0.9,0.8,1.009,1.2116,3.1142,2.6458,0.6,0.9,0,0,No claim
3,0,2,4,8,0,2,2,4,1,0,1,1,0.4,0.5,0.908,0.7001,2.5112,3.4641,0.9,0.5,1,1,No claim
2,1,4,-1,0,1,1,3,13,1,1,0,0,0.3,1.0,1.035,0.4093,2.8219,0.0,0.1,0.1,0,0,No claim
1,1,6,6,0,1,4,8,4,0,1,1,1,0.0,0.8,1.412,0.9494,1.2122,3.0,0.5,0.2,0,0,No claim
3,1,-1,7,3,1,5,4,4,1,1,0,1,0.4,0.9,3.071,1.1565,2.7053,1.0,0.4,0.2,0,0,No claim
1,1,0,0,1,0,2,5,1,1,1,1,1,0.6,0.4,2.552,0.9045,2.6793,2.0,0.1,0.3,1,0,No claim
3,1,6,10,1,0,7,1,12,1,1,1,1,0.7,0.5,1.314,0.8372,2.8836,1.0,0.1,0.7,1,1,No claim
1,1,2,4,2,0,2,2,3,1,0,1,0,0.0,1.6,1.334,0.8117,3.0435,3.4641,0.1,0.6,1,0,No claim
3,0,5,6,4,0,7,6,5,0,0,1,1,0.6,0.1,1.894,1.1022,0.8774,2.0,0.5,0.3,1,0,Claim
1,1,1,10,7,0,7,10,1,1,1,0,0,0.6,1.6,2.401,0.5368,2.8086,2.0,0.9,0.6,0,1,No claim
1,0,0,11,4,0,0,7,9,1,0,0,0,0.3,1.0,1.508,0.9956,0.8049,3.6056,0.6,0.4,1,1,No claim
3,1,3,2,1,0,4,10,2,1,0,1,0,0.4,1.6,1.056,0.9917,2.9339,2.2361,0.1,0.1,1,1,No claim
2,1,6,8,4,1,1,11,0,0,1,0,1,0.6,0.1,1.587,0.3322,2.4453,2.4495,0.6,0.5,1,0,No claim
4,0,3,7,5,1,5,6,13,1,1,1,0,0.5,0.4,2.321,1.2234,2.3451,2.0,0.2,0.3,1,1,No claim
3,1,0,2,5,0,6,4,6,1,0,0,1,0.9,1.7,1.651,1.2813,2.3022,0.0,0.6,0.5,0,1,No claim
1,0,1,4,4,1,5,8,2,1,0,1,1,0.1,1.8,3.758,1.2082,2.7778,0.0,0.4,0.7,1,1,No claim
3,0,6,7,5,-1,1,11,3,1,0,0,1,0.7,0.8,3.775,1.1524,1.3814,2.0,0.1,0.1,1,0,No claim
3,0,4,8,8,1,5,8,7,1,0,0,1,0.2,0.4,0.145,0.4538,2.6283,0.0,0.8,0.8,1,0,Claim
4,0,6,11,2,0,3,0,2,1,1,0,1,0.2,0.5,1.895,0.3794,1.4725,2.6458,0.8,0.7,0,1,No claim
3,1,5,8,6,1,0,5,8,1,1,0,1,0.6,1.5,1.457,0.3093,0.8828,3.1623,0.6,0.8,0,1,No claim
1,1,6,7,8,0,7,8,12,1,0,0,0,0.5,0.4,0.362,0.3006,1.0266,3.4641,0.4,0.6,0,0,No claim
1,1,3,8,6,1,4,9,8,1,1,1,1,0.5,1.6,2.671,0.5328,1.6259,3.3166,0.6,0.1,1,1,No claim
2,1,0,7,3,1,1,8,12,1,0,0,0,0.5,1.5,2.277,0.5621,2.8271,3.0,0.5,0.6,0,0,No claim
4,0,2,1,0,0,5,6,0,0,0,0,0,0.8,0.7,2.573,0.4107,2.8393,3.4641,0.7,0.7,1,1,No claim
4,0,1,8,1,0,6,2,1,1,0,1,0,0.3,1.1,3.681,0.8449,0.7215,3.6056,0.8,0.7,0,1,No claim
3,1,-1,3,6,0,3,4,12,0,1,1,1,0.5,0.5,0.312,0.5606,3.4486,3.4641,0.4,0.6,0,1,No claim
3,0,0,0,3,1,5,9,4,0,1,0,0,0.9,0.2,0.071,0.7294,1.4804,1.4142,0.0,0.8,1,1,No claim
4,0,1,3,2,0,6,5,8,0,0,0,1,0.6,0.3,2.142,0.8816,1.8102,3.1623,0.4,0.1,0,0,No claim
4,1,1,11,4,1,0,6,9,1,1,0,1,0.6,0.1,1.326,0.7845,2.9611,3.4641,0.6,0.2,1,0,No claim
1,0,0,5,2,0,5,7,10,1,0,1,1,0.0,1.6,2.402,0.6036,2.6295,2.4495,0.0,0.4,0,1,No claim
4,0,3,8,3,1,0,7,5,1,1,0,1,0.4,1.2,1.747,1.1781,0.9426,2.2361,0.2,0.8,1,1,No claim
2,1,1,5,0,1,2,7,12,0,0,0,1,0.0,1.7,1.182,1.0735,3.0908,2.2361,0.7,0.8,1,0,No claim
3,1,4,3,6,1,6,9,0,1,1,1,1,0.1,1.3,1.402,0.8768,1.4783,3.0,0.3,0.2,1,0,No claim
3,1,6,8,9,0,2,11,0,1,1,0,1,0.1,1.3,2.495,0.7235,3.2019,2.6458,0.5,0.2,0,0,No claim
1,1,0,7,2,1,3,1,2,0,0,0,1,0.6,1.1,3.732,0.7066,0.7366,3.3166,0.0,0.7,0,1,No claim
4,0,6,3,5,0,2,5,4,1,1,1,0,0.4,1.2,2.989,1.0624,2.9654,1.7321,0.9,0.7,1,0,No claim
4,0,6,2,9,0,4,6,5,1,1,0,1,0.5,1.2,3.172,0.4859,2.7406,3.1623,0.1,0.1,1,1,Claim
2,1,2,1,0,0,6,6,0,0,1,0,0,0.2,0.9,0.068,0.9467,2.3104,3.1623,0.7,0.8,1,0,No claim
4,0,3,4,9,1,4,8,13,0,0,1,0,0.2,1.2,3.922,0.8999,3.3762,1.4142,0.1,0.2,1,1,No claim
2,0,2,11,3,1,7,5,5,0,1,0,1,0.5,1.5,3.829,0.6776,0.7353,1.0,0.2,0.2,1,0,No claim
3,1,4,1,2,1,6,3,2,1,0,1,1,0.6,0.7,0.927,0.3237,3.0347,2.6458,0.2,0.4,0,1,No claim
2,0,1,7,3,0,6,5,6,0,0,1,0,0.4,0.6,3.366,0.8515,3.1116,0.0,0.5,0.8,0,0,No claim
3,1,6,11,4,1,4,10,2,0,0,0,0,0.3,0.5,1.517,0.243,1.4389,2.0,0.7,0.5,0,0,No claim
3,1,-1,6,8,0,3,0,1,0,0,1,0,0.7,1.7,1.058,0.8771,3.1734,2.6458,0.4,0.4,1,1,No claim
2,1,2,8,8,1,0,11,6,1,1,1,1,0.2,1.4,3.766,0.4431,2.3244,2.8284,0.2,0.3,0,1,No claim
3,1,6,3,6,0,2,2,5,1,1,0,0,0.6,1.2,3.585,0.9904,1.1852,3.1623,0.4,0.3,1,0,No claim
2,0,5,3,2,1,3,9,0,1,1,1,1,0.1,1.4,0.234,0.8374,1.5601,3.4641,0.3,0.5,0,1,No claim
3,1,5,10,7,0,0,3,7,0,0,0,0,0.1,0.5,0.276,0.7991,1.5208,3.4641,0.1,0.8,1,1,No claim
1,1,6,6,2,0,5,4,5,0,1,1,1,0.0,0.5,2.113,1.0556,2.7276,0.0,0.5,0.3,0,0,No claim
4,1,1,4,3,-1,7,3,1,1,0,0,0,0.1,1.6,3.518,1.0079,2.0649,1.4142,0.1,0.1,0,0,No claim
1,1,2,11,0,1,6,1,1,1,1,1,1,0.1,1.5,0.88,0.651,3.0066,3.6056,0.4,0.3,0,1,No claim
