driver_age_band,driver_sex,driver_experience,driver_education,driver_vehicle_relation,vehicle_type,vehicle_owner,vehicle_service_year,vehicle_defect,weather,road_surface,light_condition,time_of_day,synthetic_severity_label
31-50,Male,Above 10yr,Elementary school,Employee,Other,Organization,5-10yrs,No defect,Cloudy,Asphalt,Unknown,Evening,Slight
31-50,Male,5-10yr,High school,Employee,Bajaj,Owner,Below 1yr,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
18-30,Male,Below 1yr,Above high school,Owner,Automobile,Owner,2-5yrs,5,Unknown,Unknown,Daylight,Morning,Slight
31-50,Male,5-10yr,High school,Owner,Bajaj,Owner,2-5yrs,No defect,Raining,Asphalt,Daylight,Evening,Slight
18-30,Male,Above 10yr,Elementary school,Employee,Motorcycle,Organization,2-5yrs,No defect,Cloudy,Asphalt,Daylight,Evening,Slight
31-50,Female,Above 10yr,Writing & reading,Owner,Motorcycle,Owner,5-10yrs,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
31-50,Male,5-10yr,High school,Employee,Automobile,Owner,2-5yrs,7,Normal,Asphalt,Daylight,Evening,Slight
Unknown,Male,2-5yr,Writing & reading,Employee,Automobile,Owner,2-5yrs,Unknown,Normal,Asphalt,Daylight,Morning,Slight
31-50,Male,5-10yr,Above high school,Owner,Automobile,Owner,Unknown,No defect,Unknown,Gravel,Daylight,Evening,Slight
31-50,Female,Above 10yr,Junior high school,Owner,Bajaj,Owner,Above 10yr,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
18-30,Male,Unknown,Elementary school,Owner,Public (>45 seats),Governmental,Below 1yr,No defect,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,5-10yr,Junior high school,Employee,Automobile,Owner,Above 10yr,No defect,Raining,Asphalt,Daylight,Afternoon,Slight
18-30,Male,5-10yr,High school,Owner,Automobile,Owner,Unknown,No defect,Windy,Asphalt,Daylight,Morning,Slight
18-30,Male,5-10yr,Above high school,Employee,Public (>45 seats),Owner,5-10yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
31-50,Male,2-5yr,High school,Other,Bajaj,Owner,5-10yrs,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
31-50,Female,5-10yr,Unknown,Unknown,Motorcycle,Governmental,2-5yrs,Unknown,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,5-10yr,Junior high school,Unknown,Motorcycle,Owner,2-5yrs,No defect,Cloudy,Asphalt,Unknown,Morning,Slight
31-50,Female,Below 1yr,Junior high school,Owner,Motorcycle,Owner,2-5yrs,No defect,Other,Asphalt,Unknown,Morning,Slight
18-30,Male,5-10yr,Junior high school,Employee,Automobile,Other,2-5yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
31-50,Male,5-10yr,Above high school,Employee,Automobile,Organization,1-2yr,No defect,Normal,Asphalt,Darkness - lit,Morning,Slight
18-30,Male,Above 10yr,Junior high school,Owner,Other,Owner,5-10yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,Below 1yr,Above high school,Owner,Automobile,Organization,Above 10yr,No defect,Cloudy,Asphalt,Daylight,Evening,Slight
18-30,Male,5-10yr,Illiterate,Unknown,Automobile,Governmental,2-5yrs,No defect,Normal,Asphalt,Darkness - lit,Afternoon,Slight
18-30,Female,Above 10yr,Junior high school,Employee,Automobile,Owner,2-5yrs,Unknown,Cloudy,Asphalt,Daylight,Evening,Slight
18-30,Male,2-5yr,Unknown,Owner,Other,Owner,1-2yr,Unknown,Cloudy,Gravel,Daylight,Morning,Slight
31-50,Male,5-10yr,Junior high school,Employee,Motorcycle,Owner,5-10yrs,7,Cloudy,Gravel,Daylight,Afternoon,Slight
31-50,Male,Below 1yr,Junior high school,Employee,Public (>45 seats),Other,2-5yrs,No defect,Normal,Gravel,Daylight,Afternoon,Slight
18-30,Male,2-5yr,Unknown,Employee,Lorry,Organization,Above 10yr,No defect,Cloudy,Asphalt,Darkness - unlit,Night,Slight
18-30,Male,1-2yr,High school,Employee,Bicycle,Organization,5-10yrs,Unknown,Normal,Asphalt,Unknown,Morning,Slight
31-50,Male,5-10yr,Elementary school,Employee,Motorcycle,Owner,Above 10yr,No defect,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,5-10yr,Junior high school,Owner,Bajaj,Owner,1-2yr,No defect,Unknown,Asphalt,Daylight,Evening,Slight
31-50,Male,Above 10yr,Elementary school,Owner,Automobile,Owner,1-2yr,Unknown,Normal,Asphalt,Darkness - unlit,Morning,Slight
31-50,Male,1-2yr,Junior high school,Owner,Motorcycle,Organization,Above 10yr,Unknown,Normal,Asphalt,Daylight,Evening,Slight
18-30,Male,Above 10yr,Above high school,Owner,Public (>45 seats),Owner,5-10yrs,No defect,Raining,Asphalt,Daylight,Morning,Slight
31-50,Male,2-5yr,Junior high school,Unknown,Other,Owner,5-10yrs,No defect,Normal,Gravel,Daylight,Afternoon,Slight
31-50,Female,Above 10yr,High school,Other,Automobile,Owner,5-10yrs,No defect,Normal,Asphalt,Unknown,Morning,Slight
18-30,Female,Above 10yr,High school,Owner,Bajaj,Organization,5-10yrs,No defect,Cloudy,Other,Darkness - unlit,Afternoon,Slight
31-50,Female,1-2yr,Junior high school,Unknown,Motorcycle,Owner,5-10yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
Unknown,Male,Above 10yr,Junior high school,Unknown,Motorcycle,Other,5-10yrs,5,Normal,Asphalt,Daylight,Morning,Slight
31-50,Male,Unknown,Elementary school,Owner,Motorcycle,Governmental,2-5yrs,No defect,Cloudy,Gravel,Daylight,Morning,Slight
31-50,Male,2-5yr,Elementary school,Employee,Automobile,Owner,5-10yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,2-5yr,Elementary school,Owner,Automobile,Owner,5-10yrs,No defect,Normal,Gravel,Daylight,Afternoon,Slight
31-50,Male,1-2yr,High school,Other,Lorry,Owner,2-5yrs,No defect,Cloudy,Asphalt,Daylight,Morning,Slight
31-50,Male,1-2yr,High school,Employee,Bajaj,Unknown,2-5yrs,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
31-50,Male,2-5yr,Elementary school,Owner,Public (>45 seats),Owner,5-10yrs,Unknown,Normal,Earth,Daylight,Afternoon,Slight
Under 18,Male,2-5yr,Writing & reading,Employee,Lorry,Owner,Below 1yr,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
31-50,Male,5-10yr,Elementary school,Unknown,Automobile,Unknown,2-5yrs,5,Cloudy,Asphalt,Daylight,Night,Slight
31-50,Male,2-5yr,High school,Unknown,Bajaj,Owner,5-10yrs,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
18-30,Male,Above 10yr,High school,Owner,Motorcycle,Owner,5-10yrs,No defect,Normal,Asphalt,Daylight,Evening,Slight
18-30,Unknown,5-10yr,Junior high school,Employee,Public (>45 seats),Owner,5-10yrs,No defect,Unknown,Asphalt,Daylight,Night,Slight
31-50,Male,1-2yr,Elementary school,Unknown,Automobile,Owner,2-5yrs,No defect,Normal,Gravel,Unknown,Morning,Slight
18-30,Male,2-5yr,Elementary school,Owner,Other,Organization,5-10yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,5-10yr,High school,Employee,Automobile,Owner,Below 1yr,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
31-50,Male,Unknown,Elementary school,Owner,Automobile,Owner,Above 10yr,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
31-50,Male,Above 10yr,Elementary school,Owner,Public (12 seats),Owner,5-10yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
31-50,Male,2-5yr,Elementary school,Owner,Automobile,Owner,Above 10yr,No defect,Unknown,Asphalt,Daylight,Afternoon,Slight
18-30,Male,2-5yr,High school,Employee,Motorcycle,Owner,Below 1yr,No defect,Normal,Asphalt,Darkness - unlit,Morning,Slight
Under 18,Male,No Licence,Junior high school,Employee,Automobile,Owner,2-5yrs,No defect,Normal,Unknown,Daylight,Night,Slight
31-50,Male,2-5yr,Above high school,Owner,Motorcycle,Organization,1-2yr,No defect,Normal,Asphalt,Darkness - unlit,Morning,Slight
18-30,Male,Above 10yr,High school,Employee,Motorcycle,Unknown,5-10yrs,No defect,Normal,Asphalt,Unknown,Afternoon,Slight
18-30,Male,2-5yr,Above high school,Owner,Motorcycle,Unknown,5-10yrs,No defect,Normal,Earth,Daylight,Morning,Slight
18-30,Male,5-10yr,High school,Owner,Motorcycle,Governmental,1-2yr,No defect,Normal,Asphalt,Daylight,Morning,Slight
Over 51,Male,Below 1yr,Junior high school,Owner,Bajaj,Owner,Above 10yr,No defect,Normal,Unknown,Daylight,Morning,Slight
18-30,Female,No Licence,Junior high school,Owner,Automobile,Owner,1-2yr,No defect,Normal,Unknown,Darkness - unlit,Morning,Slight
31-50,Male,5-10yr,Unknown,Other,Unknown,Owner,2-5yrs,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
18-30,Male,Above 10yr,Writing & reading,Unknown,Motorcycle,Owner,2-5yrs,No defect,Normal,Asphalt,Daylight,Evening,Slight
31-50,Male,2-5yr,High school,Owner,Automobile,Owner,2-5yrs,No defect,Raining,Asphalt,Daylight,Afternoon,Slight
31-50,Male,Above 10yr,Unknown,Other,Bajaj,Organization,Unknown,No defect,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,5-10yr,Above high school,Other,Motorcycle,Governmental,Unknown,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
18-30,Female,Above 10yr,Elementary school,Employee,Automobile,Unknown,2-5yrs,No defect,Raining,Asphalt,Darkness - lit,Night,Slight
Unknown,Male,1-2yr,Writing & reading,Owner,Automobile,Organization,2-5yrs,No defect,Normal,Asphalt,Daylight,Night,Slight
18-30,Male,Above 10yr,High school,Employee,Bajaj,Governmental,1-2yr,No defect,Normal,Asphalt,Daylight,Morning,Slight
31-50,Male,5-10yr,Junior high school,Unknown,Bajaj,Owner,Above 10yr,No defect,Cloudy,Asphalt,Darkness - unlit,Afternoon,Slight
Unknown,Male,1-2yr,Writing & reading,Owner,Automobile,Organization,5-10yrs,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
Under 18,Male,5-10yr,Unknown,Owner,Bajaj,Governmental,2-5yrs,No defect,Windy,Asphalt,Daylight,Morning,Slight
18-30,Male,5-10yr,Elementary school,Owner,Automobile,Owner,Above 10yr,Unknown,Normal,Unknown,Daylight,Morning,Slight
31-50,Male,2-5yr,High school,Owner,Public (12 seats),Owner,Unknown,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
31-50,Male,2-5yr,High school,Owner,Other,Unknown,5-10yrs,No defect,Normal,Asphalt,Darkness - unlit,Afternoon,Slight
18-30,Male,5-10yr,Junior high school,Employee,Automobile,Owner,Unknown,No defect,Cloudy,Asphalt,Daylight,Morning,Slight
Unknown,Female,No Licence,Writing & reading,Owner,Automobile,Other,2-5yrs,No defect,Normal,Gravel,Daylight,Morning,Slight
31-50,Male,1-2yr,Above high school,Employee,Automobile,Owner,Below 1yr,No defect,Normal,Gravel,Daylight,Morning,Slight
18-30,Male,Above 10yr,Elementary school,Owner,Bajaj,Owner,5-10yrs,No defect,Cloudy,Asphalt,Daylight,Evening,Slight
18-30,Male,5-10yr,Above high school,Employee,Other,Governmental,Below 1yr,No defect,Windy,Other,Daylight,Morning,Slight
Over 51,Male,Above 10yr,Junior high school,Unknown,Bajaj,Owner,5-10yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
31-50,Male,2-5yr,Junior high school,Owner,Bajaj,Owner,2-5yrs,Unknown,Normal,Unknown,Daylight,Afternoon,Slight
31-50,Male,1-2yr,Junior high school,Owner,Automobile,Owner,Above 10yr,No defect,Normal,Asphalt,Unknown,Night,Slight
18-30,Male,Unknown,Elementary school,Owner,Motorcycle,Owner,2-5yrs,No defect,Normal,Unknown,Daylight,Afternoon,Slight
18-30,Male,Above 10yr,High school,Other,Automobile,Owner,Below 1yr,No defect,Normal,Gravel,Darkness - lit,Afternoon,Slight
Over 51,Male,1-2yr,Elementary school,Owner,Public (12 seats),Owner,5-10yrs,No defect,Normal,Other,Darkness - unlit,Evening,Slight
31-50,Male,Above 10yr,High school,Employee,Unknown,Organization,2-5yrs,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
18-30,Male,5-10yr,Elementary school,Employee,Motorcycle,Organization,1-2yr,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
31-50,Male,2-5yr,High school,Owner,Motorcycle,Owner,2-5yrs,No defect,Normal,Asphalt,Daylight,Night,Slight
18-30,Male,5-10yr,Elementary school,Other,Automobile,Organization,5-10yrs,No defect,Normal,Gravel,Daylight,Afternoon,Slight
31-50,Male,No Licence,High school,Employee,Public (>45 seats),Owner,Above 10yr,No defect,Unknown,Asphalt,Daylight,Morning,Slight
18-30,Male,Above 10yr,Above high school,Other,Motorcycle,Owner,Below 1yr,No defect,Raining,Asphalt,Daylight,Afternoon,Slight
18-30,Male,5-10yr,Above high school,Unknown,Automobile,Organization,2-5yrs,No defect,Normal,Gravel,Daylight,Afternoon,Slight
18-30,Male,2-5yr,High school,Owner,Automobile,Organization,Below 1yr,No defect,Normal,Gravel,Daylight,Morning,Slight
18-30,Female,2-5yr,Above high school,Owner,Motorcycle,Owner,1-2yr,5,Raining,Asphalt,Daylight,Afternoon,Slight
Under 18,Male,2-5yr,Junior high school,Owner,Bajaj,Organization,Above 10yr,No defect,Other,Gravel,Daylight,Afternoon,Slight
18-30,Female,No Licence,High school,Employee,Automobile,Owner,2-5yrs,No defect,Normal,Gravel,Darkness - lit,Morning,Slight
31-50,Male,5-10yr,Unknown,Other,Bicycle,Owner,2-5yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
31-50,Male,5-10yr,High school,Other,Automobile,Owner,5-10yrs,No defect,Normal,Asphalt,Daylight,Evening,Slight
31-50,Male,2-5yr,High school,Employee,Other,Organization,5-10yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
31-50,Male,Below 1yr,Above high school,Other,Bajaj,Unknown,5-10yrs,No defect,Windy,Asphalt,Daylight,Afternoon,Slight
31-50,Male,Above 10yr,High school,Other,Bajaj,Other,Above 10yr,No defect,Raining,Gravel,Darkness - unlit,Night,Slight
18-30,Male,5-10yr,Junior high school,Owner,Bajaj,Owner,Above 10yr,No defect,Normal,Asphalt,Daylight,Morning,Slight
31-50,Male,1-2yr,High school,Employee,Public (>45 seats),Governmental,5-10yrs,No defect,Normal,Earth,Daylight,Morning,Slight
18-30,Male,5-10yr,High school,Owner,Automobile,Other,1-2yr,No defect,Normal,Asphalt,Darkness - lit,Morning,Slight
31-50,Female,1-2yr,Junior high school,Employee,Automobile,Owner,1-2yr,No defect,Normal,Asphalt,Daylight,Evening,Slight
31-50,Male,Above 10yr,Above high school,Owner,Lorry,Owner,1-2yr,No defect,Normal,Asphalt,Darkness - lit,Evening,Slight
18-30,Male,5-10yr,Above high school,Employee,Automobile,Owner,2-5yrs,No defect,Normal,Earth,Darkness - lit,Morning,Slight
31-50,Male,2-5yr,Writing & reading,Employee,Public (>45 seats),Governmental,Unknown,No defect,Raining,Gravel,Daylight,Morning,Slight
18-30,Female,Unknown,Junior high school,Employee,Automobile,Owner,Below 1yr,Unknown,Other,Asphalt,Unknown,Afternoon,Slight
Over 51,Male,Above 10yr,Writing & reading,Owner,Automobile,Owner,1-2yr,No defect,Raining,Gravel,Daylight,Afternoon,Slight
Over 51,Female,Below 1yr,Elementary school,Owner,Motorcycle,Owner,2-5yrs,No defect,Normal,Earth,Daylight,Afternoon,Slight
31-50,Male,5-10yr,Junior high school,Owner,Motorcycle,Owner,Below 1yr,No defect,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,Above 10yr,High school,Owner,Bajaj,Owner,Below 1yr,7,Raining,Asphalt,Daylight,Evening,Slight
18-30,Male,1-2yr,Above high school,Employee,Bajaj,Owner,Unknown,No defect,Unknown,Asphalt,Darkness - lit,Morning,Slight
31-50,Male,5-10yr,High school,Employee,Automobile,Owner,Below 1yr,No defect,Windy,Asphalt,Daylight,Morning,Slight
31-50,Male,1-2yr,High school,Employee,Public (12 seats),Organization,2-5yrs,No defect,Normal,Gravel,Daylight,Afternoon,Slight
18-30,Male,Below 1yr,Elementary school,Owner,Motorcycle,Other,5-10yrs,No defect,Cloudy,Gravel,Daylight,Afternoon,Slight
18-30,Male,Below 1yr,Writing & reading,Owner,Automobile,Owner,5-10yrs,No defect,Cloudy,Asphalt,Daylight,Afternoon,Slight
18-30,Male,5-10yr,Junior high school,Owner,Other,Owner,5-10yrs,No defect,Windy,Gravel,Daylight,Afternoon,Slight
18-30,Male,Above 10yr,Junior high school,Owner,Bajaj,Owner,1-2yr,No defect,Normal,Asphalt,Daylight,Evening,Slight
18-30,Male,2-5yr,High school,Owner,Automobile,Owner,2-5yrs,No defect,Normal,Asphalt,Darkness - lit,Evening,Slight
18-30,Male,1-2yr,Junior high school,Owner,Automobile,Owner,2-5yrs,Unknown,Normal,Asphalt,Daylight,Afternoon,Slight
Under 18,Male,No Licence,Above high school,Owner,Automobile,Other,1-2yr,No defect,Normal,Gravel,Daylight,Evening,Slight
31-50,Male,5-10yr,High school,Owner,Automobile,Organization,2-5yrs,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
31-50,Male,Above 10yr,Junior high school,Employee,Automobile,Owner,5-10yrs,No defect,Normal,Asphalt,Daylight,Night,Slight
31-50,Male,2-5yr,High school,Owner,Lorry,Owner,Above 10yr,5,Normal,Asphalt,Daylight,Morning,Slight
Over 51,Male,5-10yr,High school,Owner,Automobile,Owner,2-5yrs,No defect,Normal,Gravel,Daylight,Evening,Slight
Over 51,Male,5-10yr,High school,Owner,Bajaj,Owner,1-2yr,No defect,Cloudy,Gravel,Daylight,Afternoon,Slight
18-30,Male,No Licence,Junior high school,Owner,Public (>45 seats),Owner,1-2yr,No defect,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,2-5yr,Junior high school,Owner,Motorcycle,Owner,Below 1yr,7,Normal,Asphalt,Darkness - lit,Night,Slight
18-30,Male,1-2yr,Junior high school,Employee,Motorcycle,Organization,5-10yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,5-10yr,High school,Employee,Motorcycle,Owner,2-5yrs,No defect,Normal,Asphalt,Daylight,Evening,Slight
18-30,Male,5-10yr,Junior high school,Owner,Automobile,Other,2-5yrs,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
31-50,Male,5-10yr,High school,Owner,Bajaj,Owner,1-2yr,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
31-50,Male,Above 10yr,High school,Owner,Automobile,Unknown,Unknown,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
18-30,Male,No Licence,High school,Other,Lorry,Owner,Unknown,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
31-50,Male,2-5yr,Elementary school,Owner,Lorry,Other,5-10yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
31-50,Male,Above 10yr,Above high school,Owner,Bicycle,Owner,Above 10yr,Unknown,Normal,Earth,Daylight,Night,Slight
Unknown,Male,2-5yr,Junior high school,Employee,Automobile,Owner,2-5yrs,No defect,Raining,Asphalt,Unknown,Evening,Slight
31-50,Male,1-2yr,Junior high school,Owner,Automobile,Owner,Below 1yr,No defect,Normal,Asphalt,Darkness - lit,Afternoon,Slight
31-50,Male,Above 10yr,Junior high school,Other,Automobile,Organization,5-10yrs,No defect,Raining,Asphalt,Daylight,Morning,Slight
31-50,Male,Above 10yr,Unknown,Employee,Automobile,Owner,5-10yrs,No defect,Normal,Gravel,Daylight,Afternoon,Slight
31-50,Male,Above 10yr,Junior high school,Owner,Lorry,Owner,Above 10yr,7,Normal,Other,Daylight,Morning,Slight
18-30,Male,Above 10yr,Elementary school,Owner,Automobile,Organization,1-2yr,No defect,Normal,Earth,Daylight,Afternoon,Slight
Unknown,Male,5-10yr,Junior high school,Owner,Other,Owner,1-2yr,No defect,Normal,Gravel,Darkness - lit,Night,Slight
31-50,Male,5-10yr,Elementary school,Other,Lorry,Owner,2-5yrs,No defect,Cloudy,Asphalt,Daylight,Morning,Slight
18-30,Male,2-5yr,High school,Owner,Bicycle,Governmental,Above 10yr,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
31-50,Male,Above 10yr,Above high school,Employee,Public (>45 seats),Governmental,Above 10yr,No defect,Normal,Asphalt,Daylight,Evening,Slight
18-30,Male,5-10yr,High school,Owner,Motorcycle,Owner,Above 10yr,No defect,Raining,Asphalt,Daylight,Morning,Slight
31-50,Male,5-10yr,Writing & reading,Other,Automobile,Owner,1-2yr,No defect,Normal,Unknown,Daylight,Morning,Slight
31-50,Male,2-5yr,Elementary school,Owner,Lorry,Governmental,5-10yrs,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
18-30,Male,2-5yr,Junior high school,Owner,Automobile,Governmental,Unknown,No defect,Normal,Asphalt,Daylight,Morning,Slight
31-50,Male,5-10yr,Elementary school,Employee,Motorcycle,Owner,1-2yr,No defect,Cloudy,Unknown,Darkness - lit,Afternoon,Slight
31-50,Male,2-5yr,Writing & reading,Owner,Automobile,Other,2-5yrs,No defect,Raining,Gravel,Daylight,Morning,Slight
31-50,Male,Above 10yr,Elementary school,Owner,Bajaj,Organization,Above 10yr,No defect,Unknown,Other,Daylight,Evening,Slight
Under 18,Male,Above 10yr,Elementary school,Employee,Motorcycle,Other,Above 10yr,No defect,Normal,Asphalt,Unknown,Afternoon,Slight
18-30,Male,Above 10yr,High school,Owner,Automobile,Unknown,1-2yr,5,Normal,Asphalt,Darkness - lit,Evening,Slight
31-50,Male,5-10yr,High school,Employee,Automobile,Governmental,5-10yrs,5,Windy,Asphalt,Daylight,Afternoon,Slight
18-30,Male,Above 10yr,High school,Owner,Public (12 seats),Owner,1-2yr,No defect,Normal,Gravel,Daylight,Morning,Slight
31-50,Female,Below 1yr,Junior high school,Employee,Motorcycle,Owner,Above 10yr,No defect,Windy,Asphalt,Darkness - lit,Evening,Slight
18-30,Male,2-5yr,Junior high school,Owner,Automobile,Owner,2-5yrs,Unknown,Normal,Asphalt,Daylight,Afternoon,Slight
18-30,Male,Above 10yr,Junior high school,Owner,Motorcycle,Organization,2-5yrs,No defect,Raining,Asphalt,Darkness - lit,Afternoon,Slight
18-30,Male,No Licence,Elementary school,Employee,Bajaj,Owner,2-5yrs,No defect,Normal,Gravel,Daylight,Afternoon,Slight
18-30,Female,No Licence,Junior high school,Employee,Motorcycle,Owner,2-5yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,1-2yr,High school,Employee,Motorcycle,Organization,1-2yr,5,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,Above 10yr,Junior high school,Owner,Motorcycle,Owner,2-5yrs,No defect,Normal,Gravel,Daylight,Evening,Slight
31-50,Male,1-2yr,High school,Other,Automobile,Owner,Unknown,No defect,Normal,Asphalt,Daylight,Afternoon,Slight
18-30,Male,2-5yr,Junior high school,Owner,Automobile,Organization,Unknown,No defect,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,5-10yr,High school,Owner,Automobile,Owner,2-5yrs,No defect,Normal,Asphalt,Daylight,Morning,Slight
18-30,Male,2-5yr,High school,Employee,Motorcycle,Owner,Below 1yr,No defect,Normal,Asphalt,Darkness - unlit,Morning,Slight
